"movieId","title","Action","Adventure","Animation","Children","Comedy","Crime","Documentary","Drama","Fantasy","Film-Noir","Horror","Musical","Mystery","Romance","Sci-Fi","Thriller","War","Western","movie_views","movie_rating","score"
630,"Carried Away (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3,2.09166666666667
631,"All Dogs Go to Heaven 2 (1996)",0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,14,3.10714285714286,2.01785714285714
632,"Land and Freedom (Tierra y libertad) (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4.25,2.36029411764706
633,"Denise Calls Up (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2.99090909090909
634,"Theodore Rex (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2.36301369863014
635,"Family Thing, A (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3.8,2.48684210526316
637,"Sgt. Bilko (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2.90909090909091,2.54225352112676
638,"Jack and Sarah (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3.25,2.43846153846154
639,"Girl 6 (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2.66666666666667,2.91472868217054
640,"Diabolique (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,3.5,2.30487804878049
647,"Courage Under Fire (1996)",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,47,3.64893617021277,2.25
648,"Mission Impossible (1996)",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,173,3.44219653179191,2.63953488372093
649,"Cold Fever (Á köldum klaka) (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,2.23214285714286
650,"Moll Flanders (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3.6875,2.50588235294118
653,"Dragonheart (1996)",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70,3.14285714285714,3.16836734693878
656,"Eddie (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.3125,3.33203125
659,"Purple Noon (Plein soleil) (1960)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,4.25,1.53921568627451
660,"August (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2.5,1.46078431372549
661,"James and the Giant Peach (1996)",0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,51,3.25490196078431,2.43181818181818
662,"Fear (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,3.34615384615385,2.2258064516129
663,"Kids in the Hall Brain Candy (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3.05555555555556,2.66666666666667
664,"Faithful (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2.89763779527559
665,"Underground (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,4.16666666666667,1.84
667,"Bloodsport 2 (a.k.a. Bloodsport II The Next Kumite) (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1.95535714285714
668,"Song of the Little Road (Pather Panchali) (1955)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4.5,2.13846153846154
670,"World of Apu, The (Apur Sansar) (1959)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4.66666666666667,2.16666666666667
671,"Mystery Science Theater 3000 The Movie (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3.1,1.74193548387097
673,"Space Jam (1996)",0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,48,2.72916666666667,1.92241379310345
674,"Barbarella (1968)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16,2.9375,2.76373626373626
678,"Some Folks Call It a Sling Blade (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,4.28125,3.16030534351145
679,"Run of the Country, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1.71929824561404
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,4,3.875,1.8921568627451
681,"Coup de torchon (Clean Slate) (1981)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3.66666666666667,1.87068965517241
685,"It's My Party (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3.66666666666667,2.54807692307692
688,"Operation Dumbo Drop (1995)",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1.9375,2.36781609195402
690,"Promise, The (Versprechen, Das) (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,1.51960784313725
691,"Mrs. Winterbourne (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2.4,1.43137254901961
692,"Solo (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,2.75,1.50961538461538
694,"Substitute, The (1996)",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18,3.25,1.86607142857143
695,"True Crime (1996)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,2.01470588235294
697,"Feeling Minnesota (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,2.88888888888889,1.30769230769231
700,"Angus (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.2,2.125
702,"Faces (1968)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,2.28481012658228
703,"Boys (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,2.109375
704,"Quest, The (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3.16666666666667,1.67241379310345
705,"Cosi (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1.70588235294118
706,"Sunset Park (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4.33333333333333,2.32432432432432
707,"Mulholland Falls (1996)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,23,3.15217391304348,1.95283018867925
708,"Truth About Cats & Dogs, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,59,3.54237288135593,2.18478260869565
709,"Oliver & Company (1988)",0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14,3.5,1.85384615384615
710,"Celtic Pride (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.57142857142857,1.82203389830508
711,"Flipper (1996)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.88888888888889,2.21710526315789
712,"Captives (1994)",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2,3.5,2.35483870967742
714,"Dead Man (1995)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,21,4.11904761904762,3.08547008547009
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,3.5,1.86274509803922
716,"Switchblade Sisters (1975)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2.4578313253012
718,"Visitors, The (Visiteurs, Les) (1993)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5,2.7,2.10769230769231
719,"Multiplicity (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2.83333333333333,1.953125
720,"Wallace & Gromit The Best of Aardman Animation (1996)",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3.92857142857143,2.97979797979798
722,"Haunted World of Edward D. Wood Jr., The (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4.25,3.89160839160839
724,"Craft, The (1996)",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,51,3.03921568627451,2.45238095238095
725,"Great White Hype, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.28571428571429,2.22881355932203
726,"Last Dance (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3.75,1.53846153846154
728,"Cold Comfort Farm (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.59375,2.77272727272727
731,"Heaven's Prisoners (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,2.125,1.93396226415094
732,"Original Gangstas (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3.5,1.99324324324324
733,"Rock, The (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,160,3.75,1.45161290322581
735,"Cemetery Man (Dellamorte Dellamore) (1994)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3.25,2.49565217391304
736,"Twister (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,141,3.19858156028369,2.62111801242236
737,"Barb Wire (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,1.98076923076923,2.34574468085106
741,"Ghost in the Shell (Kôkaku kidôtai) (1995)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,4.02631578947368,1.88636363636364
742,"Thinner (1996)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,3.31818181818182,1.17
743,"Spy Hard (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2.7972972972973,2.15277777777778
745,"Wallace & Gromit A Close Shave (1995)",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4.16363636363636,2.50602409638554
746,"Force of Evil (1948)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,2.55985915492958
747,"Stupids, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,2.03846153846154
748,"Arrival, The (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,23,3.23913043478261,2.06779661016949
750,"Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb (1964)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,125,4.116,1.46078431372549
753,"Month by the Lake, A (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3.66666666666667,3.02475247524752
754,"Gold Diggers The Secret of Bear Mountain (1995)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5,1.89130434782609
755,"Kim (1950)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,2.13440860215054
757,"Ashes of Time (Dung che sai duk) (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2.67156862745098
759,"Maya Lin A Strong Clear Vision (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1.57608695652174
760,"Stalingrad (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,3.64285714285714,2.64772727272727
761,"Phantom, The (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.16666666666667,2.0241935483871
762,"Striptease (1996)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,2.46,2.08898305084746
764,"Heavy (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3,2.33684210526316
765,"Jack (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19,3.63157894736842,3.28353658536585
766,"I Shot Andy Warhol (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,3.4,1.82307692307692
767,"Grass Harp, The (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3.66666666666667,1.62698412698413
769,"Marlene Dietrich Shadow and Light (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1.74603174603175
778,"Trainspotting (1996)",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,114,4.00877192982456,1.85593220338983
779,"'Til There Was You (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,4,2.18867924528302
780,"Independence Day (a.k.a. ID4) (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,205,3.37073170731707,2.06481481481481
781,"Stealing Beauty (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,3.95833333333333,2.2910447761194
782,"Fan, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,2.84375,2.68421052631579
783,"Hunchback of Notre Dame, The (1996)",0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,54,3.17592592592593,3.65277777777778
784,"Cable Guy, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,65,2.78461538461538,2.51149425287356
785,"Kingpin (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3.04615384615385,1.92753623188406
786,"Eraser (1996)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,84,3.18452380952381,2.33050847457627
788,"Nutty Professor, The (1996)",0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,87,3.13793103448276,2.97297297297297
798,"Daylight (1996)",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,24,2.85416666666667,1.49
799,"Frighteners, The (1996)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,36,3.41666666666667,2.21666666666667
800,"Lone Star (1996)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,35,4.17142857142857,2.83474576271186
801,"Harriet the Spy (1996)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.5,2.92441860465116
802,"Phenomenon (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,72,3.53472222222222,2.06060606060606
803,"Walking and Talking (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3.25,2.01694915254237
804,"She's the One (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11,3.18181818181818,3.72614107883817
805,"Time to Kill, A (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,64,3.8046875,2.38028169014085
806,"American Buffalo (1996)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,3.5,2.1484375
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1.79166666666667
808,"Alaska (1996)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3.66666666666667,2.72
809,"Fled (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2.81818181818182,2.01639344262295
810,"Kazaam (1996)",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,2.63636363636364,2.89015151515151
813,"Larger Than Life (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3.31372549019608
818,"Very Brady Sequel, A (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2.47058823529412,2.3695652173913
823,"Collector, The (La collectionneuse) (1967)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.5,2.64457831325301
824,"Kaspar Hauser (1993)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,3.5,2.12295081967213
827,"Convent, The (O Convento) (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2.33088235294118
828,"Adventures of Pinocchio, The (1996)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3.33333333333333,2.34375
829,"Joe's Apartment (1996)",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,9,3.33333333333333,1.48305084745763
830,"First Wives Club, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.97916666666667,3.73706896551724
831,"Stonewall (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,2.25757575757576
832,"Ransom (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,82,3.40243902439024,2.5
833,"High School High (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.95,2.93214285714286
834,"Phat Beach (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1.66666666666667
835,"Foxfire (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,1.81372549019608
836,"Chain Reaction (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,3.02083333333333,1.84
837,"Matilda (1996)",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,27,3.22222222222222,3.34228187919463
838,"Emma (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,33,3.77272727272727,2.96103896103896
839,"Crow City of Angels, The (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,3.04761904761905,1.77884615384615
840,"House Arrest (1996)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.125,2.48484848484848
841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3.75,2.17692307692308
842,"Tales from the Crypt Presents Bordello of Blood (1996)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14,3.35714285714286,2.38461538461538
844,"Story of Xinghua, The (Xinghua san yue tian) (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3.66666666666667,2.44805194805195
846,"Flirt (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2.62903225806452
848,"Spitfire Grill, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,3.72727272727273,1.875
849,"Escape from L.A. (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,37,2.5,1.48
850,"Cyclo (Xich lo) (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,3.375,2.32307692307692
851,"Basquiat (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,3.45454545454545,2.59036144578313
852,"Tin Cup (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,52,3.31730769230769,2.22142857142857
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,1.80392156862745
858,"Godfather, The (1972)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,210,4.39285714285714,2
861,"Supercop (Police Story 3 Supercop) (Jing cha gu shi III Chao ji jing cha) (1992)",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10,4,2.23333333333333
862,"Manny & Lo (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3.75,2.06896551724138
865,"Small Faces (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1.94827586206897
866,"Bound (1996)",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,33,3.87878787878788,2.24242424242424
867,"Carpool (1996)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1.46551724137931
868,"Death in Brunswick (1991)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3.15503875968992
869,"Kansas City (1996)",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,2,3.22619047619048
870,"Gone Fishin' (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1.9
875,"Nothing to Lose (1994)",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2.5,2.2265625
876,"Supercop 2 (Project S) (Chao ji ji hua) (1993)",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,4,2.22881355932203
879,"Relic, The (1997)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,3.31818181818182,2.05263157894737
880,"Island of Dr. Moreau, The (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,37,2.64864864864865,2.76530612244898
881,"First Kid (1996)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.16666666666667,2.51875
882,"Trigger Effect, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,2.71428571428571,2.0983606557377
885,"Bogus (1996)",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,3.125,1.78461538461538
886,"Bulletproof (1996)",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,2.7,2.05172413793103
888,"Land Before Time III The Time of the Great Giving (1995)",0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2.5,2.33333333333333
890,"Baton Rouge (Bâton rouge) (1988)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1.29807692307692
891,"Halloween The Curse of Michael Myers (Halloween 6 The Curse of Michael Myers) (1995)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,2.72727272727273,2.38157894736842
892,"Twelfth Night (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8,3.625,2.35416666666667
893,"Mother Night (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3.33333333333333,1.58035714285714
896,"Wild Reeds (Les roseaux sauvages) (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3.5,1.58
897,"For Whom the Bell Tolls (1943)",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5,4.2,1.55
898,"Philadelphia Story, The (1940)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,3.85185185185185,1.38392857142857
899,"Singin' in the Rain (1952)",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,49,4.11224489795918,2.50735294117647
900,"American in Paris, An (1951)",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,19,3.68421052631579,1.54
901,"Funny Face (1957)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3.8125,2.09375
902,"Breakfast at Tiffany's (1961)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,41,3.9390243902439,1.84166666666667
903,"Vertigo (1958)",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,59,4.16949152542373,1.43636363636364
904,"Rear Window (1954)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,74,4.33108108108108,2.01960784313725
905,"It Happened One Night (1934)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22,4.11363636363636,2.13157894736842
906,"Gaslight (1944)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,3.9,2.04716981132075
907,"Gay Divorcee, The (1934)",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,4.125,2.37301587301587
908,"North by Northwest (1959)",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,73,4.27397260273973,2
909,"Apartment, The (1960)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,3.90384615384615,2.20833333333333
910,"Some Like It Hot (1959)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,41,4.09756097560976,2.81
911,"Charade (1963)",0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,17,3.82352941176471,2.3525641025641
912,"Casablanca (1942)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,125,4.236,2.80337078651685
913,"Maltese Falcon, The (1941)",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,62,4.16935483870968,2.13157894736842
914,"My Fair Lady (1964)",0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,50,4.17,2.61627906976744
915,"Sabrina (1954)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,19,4.07894736842105,1.79310344827586
916,"Roman Holiday (1953)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,4.03703703703704,1.48076923076923
917,"Little Princess, The (1939)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,4.0625,2.83720930232558
918,"Meet Me in St. Louis (1944)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,3.61538461538462,2.99
919,"Wizard of Oz, The (1939)",0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,111,4.09009009009009,2.07042253521127
920,"Gone with the Wind (1939)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,69,3.95652173913043,2.32575757575758
921,"My Favorite Year (1982)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,2.09
922,"Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,29,4.22413793103448,2.1875
923,"Citizen Kane (1941)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,77,4.3961038961039,1.91346153846154
924,"2001 A Space Odyssey (1968)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,126,3.96031746031746,2.95192307692308
926,"All About Eve (1950)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,4.2037037037037,2.31538461538462
927,"Women, The (1939)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4.08333333333333,1.80392156862745
928,"Rebecca (1940)",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,23,4.17391304347826,2.46428571428571
929,"Foreign Correspondent (1940)",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,7,3.71428571428571,2
930,"Notorious (1946)",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,18,4.30555555555556,3.51587301587302
931,"Spellbound (1945)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,12,4.08333333333333,1.75961538461538
932,"Affair to Remember, An (1957)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14,4.07142857142857,1.75409836065574
933,"To Catch a Thief (1955)",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,26,4.13461538461539,2.095
934,"Father of the Bride (1950)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.1875,2.01587301587302
935,"Band Wagon, The (1953)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,1.81372549019608
